kata,bobot
apaaan,-0.010503757705089057
pulsa kuota,-0.01048371565644606
nomor tlp,-0.010462767952485985
ponsel jaring,-0.010393061312902251
bagus kode,-0.010393061312902251
ngobrol,-0.010347657828730188
itnya,-0.010298964711819814
nomor klo,-0.010272647646647834
mandiri pbi,-0.010253697821851267
nik dll,-0.010224989665632156
suruh mulu,-0.010199166627029676
ribet ambil,-0.010147863477685627
gagal data,-0.010092414775882373
daftar baru,-0.010087267265730233
daftar pdhl,-0.010058304987134198
otp lambat,-0.010027988287366717
layan rawat,-0.010005875930792406
daftar pakek,-0.00995586650935814
muter aja,-0.00995058456284723
tolong daftar,-0.009943182921142806
kek sampah,-0.009836718513762254
not,-0.009811414964405343
kirim hari,-0.009792333138409118
baik pakai,-0.009786361184192304
urus sulit,-0.0097370608946148
puskesmas daftar,-0.009621684877353523
ulang kirim,-0.009600838099250593
bikin gin,-0.009600549093701428
antre antre,-0.009499220567364582
kemarin buka,-0.009457194094441311
sistem pakai,-0.00942451783878041
tk,-0.009395952653813858
suka kelogout,-0.00937583536850082
eror pakai,-0.009365926710108254
pinjol aja,-0.009340068201726271
online gilir,-0.00933860700383786
tua ponsel,-0.009292821593185042
gin mah,-0.009288364976316138
susah nomor,-0.00928118554404802
bayar tolong,-0.009270921871168255
autodebit pas,-0.009235383370561838
aplikasi lelet,-0.0092057790014798
susah pas,-0.009165785144110533
lampu,-0.009146828110673593
jgan,-0.009136163175314342
cepat layan,-0.009123655161465861
ngasih kode,-0.009105555668200545
out sendri,-0.009098299133727936
sms gagal,-0.009096138911969642
pulsa aneh,-0.009084619140526724
baru nik,-0.009079359492483965
aja gagal,-0.009070383896885127
ponsel notifikasi,-0.009058633467483333
security,-0.00898254698502067
tolong tingkatin,-0.008975891364593116
bantu antri,-0.008974245083007095
pakai wifi,-0.00895008775482179
uang bayar,-0.008937038524093386
an pake,-0.0089367209443987
aja bayar,-0.008911033783666531
lusa,-0.008881114793865994
obat suruh,-0.008818880493195163
pake acara,-0.008806635379559752
antre kontrol,-0.008803790459129534
daftar terima,-0.008762099210131252
antre informasi,-0.008760600636402691
antre tulis,-0.00874999868717695
chat wa,-0.008731736729535575
habis anggar,-0.008725965973782945
aja gitu,-0.008722754629979637
susah aja,-0.008691112288990926
pakek pulsa,-0.008665612890452026
kepake,-0.008635037203670384
isi tanggal,-0.008572702738039954
bentuk,-0.00854923856073857
sulit coba,-0.00852096925277442
eror gabisa,-0.008509517403560768
kelogout,-0.0085065794318828
ambil tanggal,-0.00842478602612535
sekrang,-0.008301916346168732
alas nomor,-0.008281234258692937
dev,-0.008270681376020453
otp niat,-0.008270268818156706
verifikasi hasil,-0.008230961650336495
coba ambil,-0.00822402969684536
paham teknologi,-0.008216370143222467
it bikin,-0.008132077337679355
tua pake,-0.008127854013872511
verifikasi ubah,-0.008123595747026851
bikin bikin,-0.008073583498632856
sms via,-0.008062027759100959
pada,-0.008057305784654568
plenger,-0.008047452891389174
nomor dipake,-0.008037636763130872
wifi data,-0.008021887965002616
koneksi bagus,-0.008021083512467447
slalu eror,-0.007898967866725453
bangettttt,-0.007847233807908813
otp masuk,-0.007838006649845387
praktek dokter,-0.0077995145210392365
benerin biar,-0.007787926494250169
otomatis log,-0.007739060486788614
make nomor,-0.0077172990694260035
celaka,-0.007703360061466602
rutin,-0.007695791644838975
verifikasi pake,-0.00769568162362355
emosi aja,-0.007683181360848284
ulang gitu,-0.007622411298161011
bayar bayar,-0.007607280372778159
suport,-0.007503692620802013
fitur ambil,-0.007497137871124299
gimna susah,-0.007428363266480043
kirim ampas,-0.00742836326648004
jengkel daftar,-0.007404070426190541
layan pasien,-0.007388247898864146
daftar eror,-0.007370688909721436
verifikasi kagak,-0.007344393132334894
time,-0.007291230167353574
pulsa kirim,-0.007288151028027202
unistal trus,-0.007249197405896322
masukin kode,-0.007247896016303305
email kode,-0.007197593007978126
pasien sakit,-0.00719085425804766
daftar alas,-0.007187064769303954
lot susah,-0.00717248985492404
verifikasi bawah,-0.007153059041799024
mendownload,-0.007127175907773689
antre rujuk,-0.007124674795625743
parah atur,-0.007090868214852678
susah senyum,-0.007041286711747537
pulsa niat,-0.007024362103328318
eror aplikasi,-0.00701391982933303
out trs,-0.007011694362140346
nik pas,-0.007010815160978728
beda beda,-0.007005942555203454
cek serta,-0.006994986680831476
ultra,-0.006928846618386594
tolong pikir,-0.006908790488011601
tolol verifikasi,-0.006897505836014754
kagak muncul,-0.006897505836014747
aktf,-0.006895610750259627
kirim nunggu,-0.0068953463911084045
susah lupa,-0.006837793545278589
salah metode,-0.006805030080387846
hnya,-0.006758716028636837
sulit suka,-0.006733458484530348
bilang daftar,-0.00672474916735736
via online,-0.006638717806476483
ko akun,-0.00663503003786331
mulu pdhl,-0.0066029403388552935
cantum,-0.006581985160682006
pilih salah,-0.006569221004878021
tagih iur,-0.006552482372314184
bagus bintang,-0.006542706731886991
out masuk,-0.006494001042553838
tolong jgn,-0.006490438717649989
pagi kontrol,-0.006483490009720698
hilang daftar,-0.006468785188470105
baik verifikasi,-0.006456919174765543
brpa,-0.006441377238757778
tanggal lahir,-0.006384274084571396
susah nik,-0.006380813663761004
simpen,-0.006331437292871352
sanga,-0.006331312541688036
pon,-0.006329298195840277
perintah becus,-0.006279638516894623
kadang susah,-0.006238215772117514
mulu gimana,-0.006212541624540978
gabisa klik,-0.00614474120706564
baik klo,-0.006144593610001466
muncul pulsa,-0.006131259279029858
antre jadwal,-0.006109405497091887
serta nonaktif,-0.006065227294444461
unduh pasang,-0.006051163083376061
jakarta pusat,-0.00603644654029295
beda daftar,-0.006033445799136047
kya,-0.005994070955572711
muncul coba,-0.005978910766667592
nyoba daftar,-0.005927963746813655
mulu heran,-0.005890563879057351
buka nomor,-0.00588561387771375
muncul eror,-0.005866376857433403
antre gabisa,-0.0058454818720897386
chapcha,-0.005836519402549366
mulu masukin,-0.005832740397866011
pkek,-0.0058225863978848096
pas pilih,-0.005796011584396982
pakai ujung,-0.005793262233158889
menu verifikasi,-0.0057630309106074685
sakit aplikasi,-0.005749050871810827
muncul ulang,-0.005739021697775307
salah trs,-0.005730639567207389
sush,-0.0057284039134606005
pasu nik,-0.005714087703067934
bikin sistem,-0.005712009650299998
medan,-0.005663280558308885
wifi kuota,-0.005659974844361836
bikin bener,-0.005634450891685091
kluarga,-0.005632133306817291
opsi nomor,-0.005623223170017032
ktanya,-0.005616253640441427
sos,-0.005603505205800435
jelek nik,-0.005600343140408829
capcah,-0.005565171384617783
daftar otp,-0.005557133131607468
kalu,-0.0055552366108369815
ubah segmen,-0.0055118728100817665
nasib,-0.005467603177713887
dri akun,-0.005445787187054525
kaya niat,-0.005435487779190799
aplilasi,-0.0052913043892793
otp ponsel,-0.005288996605768858
ngapain aja,-0.005270501118223775
jd,-0.005252706259744774
bayar pake,-0.0052325962930992904
pagi sore,-0.005169200399390656
ponsel pas,-0.005140041800227346
kronologi,-0.005128391823647091
dftr online,-0.005099288624724965
nomor aja,-0.005083077158310814
tlp email,-0.005065927272040735
pepet,-0.005061291538947382
pin,-0.005038982384410279
daftar tanggal,-0.005001889351092376
diribetin,-0.004947572961331859
jalan keluar,-0.004946889252023547
aplikasi biar,-0.004934201703764764
nik ponsel,-0.004918246962099346
captcha cuman,-0.004908337517590222
offline minta,-0.004885835480835455
suruh foto,-0.004878228429444624
ambil online,-0.004807898830856541
nik gimana,-0.004776031703115106
qris,-0.004761114089952265
bagus fitur,-0.004751130525509156
aja muncul,-0.0047363270561208565
sms pesan,-0.004736032440682429
salah pilih,-0.004717538239912769
ee,-0.004705855669790565
pakai fasilitas,-0.00470308389621972
beli paket,-0.004690848334723969
aja masukin,-0.004654517219966348
salah aja,-0.004638982266933076
tunggu coba,-0.004578813434443353
bagus aneh,-0.00457711654969577
akun alas,-0.004490998361897328
kmbali,-0.004490808579956922
covid,-0.004477135653761698
daftar mending,-0.0044746968293127316
gimana klo,-0.004465368236827649
ponsel log,-0.004460879638478838
suka aplikasi,-0.004429129105702607
gampang bikin,-0.0043874375107680625
susah bangettt,-0.004376961165855524
kendali,-0.0043755878750147935
indonesia obat,-0.0043436523682845035
benah aplikasi,-0.004289005324391911
wajib pakai,-0.00425924380602347
tetep antre,-0.004125421940979604
nik tolong,-0.004114597652016647
tua kontrol,-0.004083265317499488
bagus paket,-0.004082665330853583
data daftar,-0.004071828384597174
email jaring,-0.004062721953479459
ponsel samsung,-0.004057935490257153
bayar baru,-0.004052028472940006
desa,-0.004039613481145189
jalan emulator,-0.004031372127763326
pas gabisa,-0.004007939600981888
terang jaring,-0.003992559259010388
wajah sms,-0.00398604276893242
verifikasi trus,-0.003968295740148056
sampah eror,-0.003929523042475125
jaman digital,-0.003920096375491365
salah mulu,-0.0039026981324491385
cek sms,-0.003829883400159325
de,-0.0038042996355414005
buka pake,-0.003798340798679349
gampang susah,-0.0037733722146820192
jelek sulit,-0.003722280382373223
perintah ribet,-0.003718686209528464
pusat,-0.0036999413415457322
dokter cuti,-0.003670309702668611
tulis daftar,-0.0036575335447175082
cb,-0.003634199080633692
rujuk eror,-0.003599682657363365
buka kode,-0.003595793876097316
baru gagal,-0.0035939530969627126
ktnya,-0.0035593806026539207
sandi susah,-0.0035472888332927608
itu,-0.0035397720125969583
staff,-0.0035093893765983787
bikin nyusahin,-0.0035033052490937196
gilir verifikasi,-0.003472741970831663
sakit pas,-0.003396681366750611
perbaikin sistem,-0.003394415923974141
lcd,-0.0032842402183152937
bikin masyarakat,-0.0032394910859574575
kenpa,-0.0032016085474236198
ngasih ulas,-0.0031887769469637027
daftar sandi,-0.003142428234906053
sandi tolong,-0.003133591069659834
skrang pake,-0.0031312059976329673
susah jaring,-0.0031294516087847744
pas baca,-0.003102920030737248
dokter layan,-0.0030137514453165565
susah scan,-0.0029455195410246146
tulis antre,-0.002942540680755626
daftar ambil,-0.0029306979711275797
daftarin akun,-0.0029198441627899447
bayar status,-0.0028874220714984323
maaf min,-0.002867747386056528
komen,-0.002864662517612036
user sandi,-0.0028482390589266472
pake ambil,-0.002794113410765714
out log,-0.0027914832225983143
tetep kirim,-0.00277000111470463
sdah,-0.0027164113347324984
salah masuk,-0.002693214469168849
kontrol rujuk,-0.0026849564502078394
daftar jd,-0.002682449203670468
aku,-0.0026538349703818884
dsruh,-0.002646620057974898
gimanaa,-0.002593611850345668
ko daftar,-0.00259155450753556
tolong keluh,-0.0025908185332272904
tuntut,-0.0025586102675033695
gimana otp,-0.002537846150222157
jawab,-0.0025330650505168773
verifikasih,-0.0025027943254999005
klu,-0.002487747534239783
sa,-0.0024839698780777146
muncul muat,-0.0024418926277695735
instruksi gagal,-0.0024130126612432645
bener sandi,-0.0023914574113482866
sulit nomor,-0.002390309481987687
nmr nik,-0.0023722975357647912
tolong baca,-0.0023480267754469857
gagal proses,-0.002328963922632151
aja tulis,-0.0022956085848254495
salah pas,-0.0022894780086779357
layan ambil,-0.0022815624487942943
rubah nama,-0.0022792982900301517
tau daftar,-0.002275410670682279
tunggu jam,-0.0022743204699922984
out captcha,-0.0021717800977437973
kartu obat,-0.0021708633895300006
banget ambil,-0.002103404247261773
baru otomatis,-0.0020322235448524298
yth,-0.0019517337059479882
ribet ulang,-0.0018732306895750846
kode capcha,-0.0018580252809687135
liat nomor,-0.001798464173297074
kecil,-0.0017533990230489578
otp isi,-0.0016599562797433027
daftar gilir,-0.0016551216440426459
bagus bikin,-0.0016024134545290433
cakap,-0.001557620506414233
stengah,-0.001540184036782008
intruksi,-0.0015082713677841734
laku daftar,-0.00148063152193275
awam paham,-0.0014548581656947737
pas skrining,-0.0014163575757478299
jaring data,-0.0014153433988221345
nunggu tgl,-0.001399290934292953
gabisa nomor,-0.0013580404822973761
daftar kendala,-0.0013487064612955728
gagal pas,-0.0013265697720391788
ponsel gabisa,-0.0013183051538281077
susah org,-0.0011528316354339377
email wa,-0.0011472032930751504
cinta,-0.0011361105694531345
internet putus,-0.0010910727293014398
coba nik,-0.0010682056271094434
trus klo,-0.0010669239041179255
kontrol ulang,-0.0010599454286128514
udahlah,-0.0010489300352782005
otp gmail,-0.000997576982260791
susah gimana,-0.0009867288534052767
jelek sistem,-0.0009506931580865591
skip,-0.0009506931580865565
me,-0.0009246789876948494
kartu tangguh,-0.0008402925787546432
kn,-0.0008072973158492165
pencet lupa,-0.0007560466411604099
fitur fiturnya,-0.0007502931046195377
kontrol anak,-0.0007447224860455473
tolong buat,-0.0007285455044406912
bikin ribett,-0.0007107967964223895
mending manual,-0.0006805679972499437
janji,-0.0006646081766478393
resah,-0.0006513089548722192
pandawa pandawa,-0.0005968650985291294
dat,-0.0005475723247695338
cepat mudah,-0.0005333640860505285
sakit buka,-0.0005332319694693957
ui ux,-0.000495195347396081
sinyal sinyal,-0.0004838115663203949
otp lwt,-0.00047376766398803046
ponsel ganti,-0.00046609611600525623
pakai antre,-0.0004417240135303341
muncul tuh,-0.00040167418302898203
kpn,-0.00036704851276651835
klo pulsa,-0.00036235814983928867
pake antre,-0.00035923164303814053
dh masukin,-0.000339425690172257
bah,-0.00028052810378206166
provider,-0.0002565999814277769
kesan,-0.00023821226757508916
trlalu,-0.0002328770227530974
ngurus aja,-0.0001727661638378184
bener bikin,-0.00011853803433665988
revisi,-0.00011654923593867536
kecewa sistem,-9.48490840437348e-05
dapetin otp,-9.368622601365397e-05
mudah simpel,-8.106381652995191e-05
baik buka,-4.16795568528726e-05
diarahin,-5.963985577516398e-06
antre pake,-2.793761334137293e-06
notifikasi gagal,-1.8214596497756474e-17
oke bantu,-1.3877787807814457e-17
trimakasih mudah,-1.3877787807814457e-17
gabisa tolong,-1.1861849393349222e-17
buka antre,-1.0625181290357943e-17
bagus gampang,-1.0408340855860843e-17
terang salah,-1.0306696902190327e-17
aplikasi ambil,-9.75781955236954e-18
poko mantap,-9.107298248878237e-18
bagus lengkap,-6.938893903907228e-18
batu mudah,-6.938893903907228e-18
jelek verifikasi,-6.938893903907228e-18
daftar biometrik,-6.938893903907228e-18
ni perintah,-6.288372600415926e-18
konfirmasi sms,-5.204170427930421e-18
kasih manfaat,-5.204170427930421e-18
kode konfirmasi,-5.204170427930421e-18
jam tunggu,-5.204170427930421e-18
offline tolong,-5.095750210681871e-18
doang ribet,-4.336808689942018e-18
nyoba kali,-3.903127820947816e-18
senang mudah,-3.5236570605778894e-18
curiga,-3.469446951953614e-18
nyusahin org,-3.469446951953614e-18
aja pulsa,-3.469446951953614e-18
aja perintah,-3.469446951953614e-18
info mudah,-3.469446951953614e-18
busuk verifikasi,-3.469446951953614e-18
rakyat bayar,-3.469446951953614e-18
muas bantu,-3.469446951953614e-18
aneh aneh,-3.469446951953614e-18
it baik,-3.469446951953614e-18
susah verivikasi,-3.469446951953614e-18
doang aja,-3.469446951953614e-18
jelek aja,-3.469446951953614e-18
layan parah,-3.469446951953614e-18
out kode,-3.469446951953614e-18
bener lupa,-3.469446951953614e-18
sms ganti,-3.469446951953614e-18
sms daftar,-3.469446951953614e-18
gabisa tulis,-3.469446951953614e-18
muat eror,-3.333921680392926e-18
akun kirim,-3.0357660829594124e-18
proper,-3.0357660829594124e-18
gigi aja,-2.6020852139652106e-18
dr akun,-2.6020852139652106e-18
kali nyoba,-2.168404344971009e-18
oke moga,-1.734723475976807e-18
terang log,-1.734723475976807e-18
bagus poko,-1.734723475976807e-18
in device,-1.734723475976807e-18
knp log,-1.734723475976807e-18
puas cepat,-1.734723475976807e-18
otp lelet,-1.734723475976807e-18
otp ribet,-1.734723475976807e-18
coba email,-1.734723475976807e-18
bagus akses,-1.734723475976807e-18
ulang gilir,-1.734723475976807e-18
otp gajelas,-1.734723475976807e-18
duit aja,-1.734723475976807e-18
sms sampe,-1.734723475976807e-18
atur aja,-1.734723475976807e-18
perintah eror,-1.734723475976807e-18
kasih ubah,-1.734723475976807e-18
kagak tolong,-1.6025863362051362e-18
publish,-1.5178830414797062e-18
menu muncul,-1.3010426069826053e-18
klik menu,-1.3010426069826053e-18
muncul sulit,-1.0842021724855044e-18
muter trus,-8.673617379884035e-19
pdhl coba,-8.673617379884035e-19
otp bener,-8.673617379884035e-19
pilih opsi,-8.673617379884035e-19
kali otp,-8.673617379884035e-19
sms gmail,-8.673617379884035e-19
tolol daftar,-8.673617379884035e-19
isi email,-8.673617379884035e-19
email verif,-8.673617379884035e-19
moga amanah,-8.673617379884035e-19
beda tetep,-5.421010862427522e-19
gaada kode,-5.04831636563563e-19
daftar parah,-5.04831636563563e-19
pake lupa,-4.336808689942018e-19
patut,-4.336808689942018e-19
buruk eror,-4.336808689942018e-19
coba muncul,-4.336808689942018e-19
atur bikin,-4.336808689942018e-19
jngan sulit,-4.336808689942018e-19
mulu gajelas,-4.336808689942018e-19
mulu nik,-4.336808689942018e-19
malam sampe,-4.336808689942018e-19
gimana bikin,-4.336808689942018e-19
gabisa suruh,-2.168404344971009e-19
detik kirim,-2.168404344971009e-19
nomor gagal,-2.168404344971009e-19
lumayan bantu,-5.421010862427522e-20
out bikin,0.0
coba reset,0.0
kirim jam,0.0
slh pdhl,0.0
smoga depan,0.0
kg muncul,0.0
bener kode,0.0
pas in,0.0
pas foto,0.0
dsn,0.0
ampun kirim,0.0
aktif verifikasi,0.0
out buka,0.0
out gagal,0.0
out nik,0.0
ulang sampe,0.0
suka bantu,0.0
ponsel pdhl,0.0
out eror,0.0
otp tulis,0.0
otp tetep,0.0
daftar sampah,0.0
pasien tolong,0.0
pas pencet,0.0
klo gabisa,0.0
out aneh,0.0
trus gilir,0.0
trus gabisa,0.0
baik kelas,0.0
fasilitas terimakasih,0.0
sangka,0.0
gabisa pas,0.0
gabisa log,0.0
gabisa jaring,0.0
posisi wajah,0.0
suka daftar,0.0
otp registrasi,0.0
aj sulit,0.0
pas dapet,0.0
out aja,0.0
layan sukses,0.0
otp sesuai,0.0
jls daftar,0.0
jls banget,0.0
verifikasi gaada,0.0
praktis manfaat,0.0
praktis cepat,0.0
aplikasi pakai,0.0
capek bolak,0.0
out ganti,0.0
out verifikasi,0.0
ponsel ulang,0.0
joss bantu,0.0
jos mantap,0.0
aplikasi payah,0.0
ponsel spek,0.0
ponsel sinyal,0.0
ponsel minggu,0.0
ponsel milik,0.0
ponsel gitu,0.0
ponsel otp,0.0
verifikasi gilir,0.0
cepat akurat,0.0
ponsel waktu,0.0
ulang terang,0.0
out coba,0.0
out butuh,0.0
donggg,0.0
aplikasi moga,0.0
verifikasi autodebit,0.0
verifikasi aneh,0.0
daftar verif,0.0
cepat bagus,0.0
ponsel bikin,0.0
alhamdulillah terimakasih,0.0
bunuh,0.0
pas notifikasi,0.0
perintah banyak,0.0
periksa suruh,0.0
kolot,0.0
kode verivikasi,0.0
fasilitas moga,0.0
fasilitas mantap,0.0
trus verifikasi,0.0
mudah sukses,0.0
mulu aneh,0.0
mulu obat,0.0
buruk buka,0.0
trus klik,0.0
bener pas,0.0
pas kotak,0.0
pas kode,0.0
kirim kocak,0.0
cepat aman,0.0
verifikasi ganti,0.0
ulang salah,0.0
unduh pas,0.0
layan puas,0.0
layan proses,0.0
otpnya nomor,0.0
coba kirim,0.0
jaring eror,0.0
jd klo,0.0
pulsa ngirim,0.0
pulsa gagal,0.0
puluh coba,0.0
aplikasi busuk,0.0
duit pajak,0.0
dululah,0.0
baik gin,0.0
trus tetep,0.0
susah salah,0.0
coba kode,0.0
jaring koneksi,0.0
alhamdulillah moga,0.0
alhamdulillah mantap,0.0
jelek lot,0.0
jelek kutu,0.0
jelek kode,0.0
jelek kirim,0.0
ampun gagal,0.0
otp ganti,0.0
otp gada,0.0
otp gabisa,0.0
banyak korup,0.0
terimakasih bagus,0.0
ecek kartu,0.0
manfaat terima,0.0
verifikasi kaga,0.0
banget susah,0.0
isi kode,0.0
efisien mudah,0.0
efisien bantu,0.0
sesuai gilir,0.0
coba hari,0.0
coba sulit,0.0
gabisa terang,0.0
terimakasih manfaat,0.0
otak bikin,0.0
terimakasih alhamdulillah,0.0
sandi rubah,0.0
sandi ngak,0.0
alhamdulillah manfaat,0.0
otomatis gilir,0.0
email coba,0.0
jam tetep,0.0
bikin pas,0.0
bikin pake,0.0
bikin mending,0.0
bikin klo,0.0
alhamdulillah cepat,0.0
ampe jam,0.0
si kode,0.0
dri nomor,0.0
lot pake,0.0
lot eror,0.0
cancel,0.0
otp perintah,0.0
otp pdhl,0.0
otp verivikasi,0.0
baru kutu,0.0
baru klo,0.0
ulang ponsel,0.0
ampun captcha,0.0
alhamdulillah batu,0.0
jelek sumpah,0.0
jelek servernya,0.0
jelek perintah,0.0
jelek pas,0.0
pribadi terima,0.0
jelek nunggu,0.0
alhamdulillah bagus,0.0
alhamdulillah akses,0.0
susah mnta,0.0
susah mati,0.0
ulang gabisa,0.0
jaring buruk,0.0
puas bantu,0.0
ps,0.0
jelek ulang,0.0
ulang muncul,0.0
ulang masuk,0.0
lembaga,0.0
otp gitu,0.0
jelek captcha,0.0
jelek bener,0.0
jelek banyak,0.0
jelek pake,0.0
kacauuuu,0.0
otp aneh,0.0
sulit gagal,0.0
sulit doang,0.0
otp nunggu,0.0
otp nihil,0.0
otp ngulang,0.0
otp mulu,0.0
otp menit,0.0
otp kelas,0.0
bagus coba,0.0
ampun daftar,0.0
pesan sms,0.0
sndr,0.0
pake paket,0.0
kontrol tolong,0.0
kontrol pas,0.0
kontrol pake,0.0
perintah verifikasi,0.0
perintah susah,0.0
krm,0.0
ktanya akun,0.0
kudu daftar,0.0
kualitas perintah,0.0
kualitas jelek,0.0
sngat bagus,0.0
dipake bikin,0.0
sistem offline,0.0
urus bantu,0.0
kemarin ambil,0.0
pake gin,0.0
daritadi,0.0
kecewa kode,0.0
benerin daftar,0.0
perintah busuk,0.0
perintah kutu,0.0
perintah ko,0.0
bayar gimana,0.0
gada kirim,0.0
gada bener,0.0
coba buka,0.0
coba benerin,0.0
susah muncul,0.0
susah mulu,0.0
susah sandi,0.0
ngisi nomor,0.0
verivikasi daftar,0.0
pesan pulsa,0.0
pake bikin,0.0
pake apa,0.0
kelas milik,0.0
perintah sistem,0.0
perintah ni,0.0
disdukcapil,0.0
sistem bilang,0.0
sistem benerin,0.0
wajah pake,0.0
kasih sukses,0.0
urusin,0.0
urus terimakasih,0.0
cek ulang,0.0
dikatain,0.0
parah gabisa,0.0
muter gimana,0.0
banget apknya,0.0
banget dapet,0.0
klik verifikasi,0.0
buruk verifikasi,0.0
gaji gede,0.0
trs pake,0.0
aneh otp,0.0
aneh masak,0.0
aneh kode,0.0
muncul gilir,0.0
muncul gabisa,0.0
yaa sulit,0.0
ko kaya,0.0
kesi,0.0
trs pas,0.0
kirim tunggu,0.0
pasang pasang,0.0
wifi tetep,0.0
banget kode,0.0
negara bikin,0.0
buruk sulit,0.0
trs masukin,0.0
muncul mulu,0.0
sms waktu,0.0
captcha ribet,0.0
tlp susah,0.0
penuh tolong,0.0
ama nomor,0.0
aja muat,0.0
pake aneh,0.0
pake log,0.0
pake kirim,0.0
pake captcha,0.0
dh bener,0.0
komennya,0.0
paksa pakai,0.0
gabisa eror,0.0
bener susah,0.0
bener suruh,0.0
bener sulit,0.0
bener sampe,0.0
bener perintah,0.0
perintah gapernah,0.0
perintah daftar,0.0
gabisa email,0.0
aja coba,0.0
verivikasi kode,0.0
muncul aneh,0.0
dapt,0.0
point,0.0
alhamdulillah terima,0.0
paham mudah,0.0
lancar bantu,0.0
ponsel kali,0.0
kagak kirim,0.0
kalai,0.0
kali ganti,0.0
kali eror,0.0
kalimat,0.0
kali verifikasi,0.0
pokok top,0.0
dngn mudah,0.0
pakai paket,0.0
kamera miror,0.0
plis baik,0.0
besok besok,0.0
status nik,0.0
status daftar,0.0
captcha bener,0.0
pakai device,0.0
penuh coba,0.0
cari solusi,0.0
dibutuhin,0.0
paham terima,0.0
kacau perintah,0.0
kacau parah,0.0
kagak bener,0.0
kagak aja,0.0
kaga kirim,0.0
ponsel jd,0.0
simple bikin,0.0
simple bagus,0.0
tau log,0.0
ponsel beli,0.0
dlm urus,0.0
lambat kirim,0.0
pdhl pke,0.0
ponsel mana,0.0
baru muncul,0.0
baru masukin,0.0
out sandi,0.0
out salah,0.0
bagus alhamdulillah,0.0
layan moga,0.0
out loginnya,0.0
kali muncul,0.0
kali masuk,0.0
doang muncul,0.0
kuota internet,0.0
pk,0.0
dapatin,0.0
solusi kecewa,0.0
spek,0.0
verivikasi akun,0.0
sangan mudah,0.0
kasus,0.0
diturutin,0.0
captcha gagal,0.0
sistem log,0.0
sistem jelek,0.0
baca nik,0.0
dn mudah,0.0
kutu sistem,0.0
kutu pas,0.0
kutu mulu,0.0
kartu tetep,0.0
apliksinya,0.0
bayar aneh,0.0
kasih mobil,0.0
wajah sampe,0.0
kecewa banget,0.0
kecewa ambil,0.0
kedip kanan,0.0
pakai kuota,0.0
pdhl masukin,0.0
kesini obat,0.0
data moga,0.0
sms suruh,0.0
detik verifikasi,0.0
detik ulang,0.0
skrg daftar,0.0
pengunaannya,0.0
keren terima,0.0
keluwar,0.0
pakai lupa,0.0
isi bener,0.0
pakai kode,0.0
doang niat,0.0
pis ganggu,0.0
kartu sim,0.0
kasih batu,0.0
kasi ponsel,0.0
kali log,0.0
tingkat terima,0.0
tolol bikin,0.0
pimpin,0.0
dn nomor,0.0
ni bikin,0.0
knp pas,0.0
kirim sampe,0.0
kirim pakai,0.0
atur daftar,0.0
sms hari,0.0
sms guna,0.0
klo nomor,0.0
parah kelas,0.0
nomor sesuai,0.0
non bank,0.0
cukup jaring,0.0
daftar ajah,0.0
auto log,0.0
niat si,0.0
segitu,0.0
sehat terimakasih,0.0
gagal masukin,0.0
gimana aneh,0.0
gimana anak,0.0
sakit verifikasi,0.0
salah lupa,0.0
errorr,0.0
eror sulit,0.0
cepat ramah,0.0
bagus urus,0.0
salah kode,0.0
gapernah bener,0.0
suruh tunggu,0.0
alas jaring,0.0
alami eror,0.0
bantu bantu,0.0
bantu bagus,0.0
tulis email,0.0
cepat percaya,0.0
trimaksih bantu,0.0
trs unduh,0.0
bagus simple,0.0
suruh kirim,0.0
bagus trima,0.0
bagus top,0.0
bagus terimakasih,0.0
bagus terima,0.0
trmksih,0.0
nomor sms,0.0
kocak daftar,0.0
kocak bener,0.0
kode masuk,0.0
kode jam,0.0
mulu wifi,0.0
akun email,0.0
eror sistem,0.0
gilir ganti,0.0
gilir dipake,0.0
gigi susah,0.0
bwt,0.0
butuh suruh,0.0
butuh sulit,0.0
senang bantu,0.0
gimana sihh,0.0
gimana perintah,0.0
akun gilir,0.0
akun eror,0.0
gimana nyusahin,0.0
aja tetep,0.0
menu muat,0.0
notifikasi daftar,0.0
gilir salah,0.0
gilir nik,0.0
masyarakat umum,0.0
medika,0.0
aja sms,0.0
mail daftar,0.0
nyusahin obat,0.0
gin mending,0.0
sampe ulang,0.0
suruh verivikasi,0.0
suruh verif,0.0
cepat pindah,0.0
bantu good,0.0
bantu fasilitas,0.0
daftar bener,0.0
daftar banking,0.0
web aja,0.0
daftar dapet,0.0
tunggu hari,0.0
gagal sms,0.0
gagal sampe,0.0
ganti kode,0.0
ttp salah,0.0
mudah informasi,0.0
mudah fasilitas,0.0
ni log,0.0
ni jelek,0.0
gimana kirim,0.0
nunggu notifikasi,0.0
cepat mantap,0.0
cepat mantab,0.0
cepat manfaat,0.0
gimana pakai,0.0
akun tua,0.0
kk salah,0.0
buruk kode,0.0
aneh buka,0.0
susah tulis,0.0
woiii,0.0
pasien sulit,0.0
data terimakasih,0.0
cek kali,0.0
aneh ganggu,0.0
aneh eror,0.0
gagal sulit,0.0
mudah efektif,0.0
kk sandi,0.0
coba aneh,0.0
sandi anggap,0.0
salah ubah,0.0
nomor cantum,0.0
nomor aneh,0.0
muat gagal,0.0
susah lot,0.0
coba pasang,0.0
gagal pulsa,0.0
