kata,bobot
daftar biar,-0.07114715963933815
sulit verivikasi,-0.07112361518986007
trus pas,-0.0711194087814884
trus lupa,-0.07111637701052619
isi form,-0.07107849357562764
siang malam,-0.0710187980449374
capcha salah,-0.0710062977071035
beranta,-0.07098721669919385
bgini,-0.07096554443342779
msa,-0.07094907741265129
paskesnya,-0.07094587608942192
verif email,-0.070904196491313
baru aplikasi,-0.07088093267761919
sakit butuh,-0.070871941428745
in rumah,-0.07081146263750782
kartu serta,-0.07080210511878698
daftar wajah,-0.07078572853185743
daftar minggu,-0.07073910225318575
daftar hari,-0.07073519727574261
uang korupsi,-0.07073314552255677
tolong admin,-0.07072557557511405
pergi rumah,-0.07071490662850641
trs baru,-0.07071277928946704
perintah gada,-0.07070793048706202
koruptor,-0.07068007035101401
kontrol daftar,-0.07064875386880702
performa jelek,-0.07061829530747264
data ulang,-0.07059827128692392
antre pdhl,-0.07052235430855801
sakit ambil,-0.07051833976870621
hambat obat,-0.07050993272977418
data pindah,-0.07044703228843392
tua lansia,-0.0704399692674133
nomor beda,-0.07040014983886521
banget nyusahin,-0.07039459407319487
salah guna,-0.07031538267149096
layan jelek,-0.07031430520731295
fingerprint,-0.07029066970874707
pw bener,-0.07022345035289625
knpa sulit,-0.07020547916790595
jaring mulu,-0.07020075840470753
antre gmn,-0.0701771040098804
sinyal kuat,-0.07013300193223812
pdahl,-0.07011696388795566
akses kamera,-0.07010650112614014
ganti nmr,-0.07009872564565167
verifikasi gagal,-0.070087290778009
bagus jelek,-0.07003542796840743
connection,-0.07001567598276823
daftar butuh,-0.070015250610199
akun nomor,-0.07001342804463462
aktif serta,-0.07001147230696927
lho,-0.06999903239229824
ne,-0.06995361015736354
isi daftar,-0.06986999287726724
lantas,-0.06985986188900056
beli pulsa,-0.06985835353636495
urgent obat,-0.0698510680428911
muncul tolong,-0.06984834063391643
copas,-0.06982243849959363
tingkatin,-0.06979619217559821
online via,-0.06974252043381243
ulang proses,-0.0697336969649647
susah unduh,-0.06971425649598427
ganti ganti,-0.06968678062953079
in akun,-0.06966007671268032
uras,-0.06965534532031611
lunas,-0.06965383354232099
uodate,-0.06965209147666887
sya buka,-0.06964939365520532
sesuai arah,-0.06959768363036678
layanin,-0.06959504464519733
sandi aja,-0.0695739201087541
coba daftarin,-0.06954267905293893
gt,-0.06953509708555412
sandi kirim,-0.06950991796541997
youtube,-0.06928247882764312
pake duit,-0.0692729100648657
kuota aja,-0.06926354068636437
sorry,-0.06919868532341779
guna nyaman,-0.0691928360951934
gigi mulut,-0.0691231727625089
knpaa,-0.06910774471965654
sandi masuk,-0.06909264832274961
peduli,-0.06906833052630325
ktp salah,-0.06901586894733065
udahh,-0.06900482982165536
akun aktif,-0.06897630942973029
ngirim nomor,-0.06895752220577617
online tolong,-0.06892885063374539
capctha,-0.06891991019883952
guna verifikasi,-0.06888138273788029
kode nunggu,-0.06885974004036154
otp gagal,-0.06877043653438927
iur telat,-0.06874188757799823
akun beda,-0.06868581544584057
buka blank,-0.06867257548312342
daftar pol,-0.06865377602160301
isi screening,-0.06860924213681145
antre ujung,-0.06860878007346831
keluarga beda,-0.06859154182100412
pasang tolong,-0.06857067346149681
mending daftar,-0.06855643884482777
akses screenshot,-0.0685514041452883
kali hasil,-0.0685284768924764
jalur,-0.06849063520067353
bintang bintang,-0.0684024761900435
notice,-0.06838001562051885
tulis kuota,-0.06837796275876673
masuk sandi,-0.06834621311562611
orang,-0.06831492242106672
masalah daftar,-0.06828723998625792
terima verifikasi,-0.06827899602831125
bbrapa,-0.06820482896832253
mulu daftar,-0.06819731767689975
sakit biar,-0.06819461693101078
apa baru,-0.0681571747582928
pliss tolong,-0.06809609424071142
bayar tahun,-0.06809334618438984
nyata salah,-0.06807715625065072
banyak log,-0.06806151278698513
baik depan,-0.06800094776711864
td,-0.06797668070522939
muncul tagih,-0.06796656519522369
ruang simpan,-0.06794901535527713
daftar solusi,-0.06787931035892696
minim,-0.06785827416436574
sruh daftar,-0.06784660240402418
nomr,-0.06783229386614598
nambah ribet,-0.06779087348395268
nik gabisa,-0.06778526122891011
kali bikin,-0.06771363123531199
ponsel kentang,-0.06770225396580942
verifikasi daftar,-0.06768390807407411
sakit sakit,-0.06763175858429789
baik laden,-0.06762277061275458
captcha proses,-0.06761819657102779
otp kaya,-0.06761690796634279
sulit ribet,-0.0676150725225881
yng,-0.0676044305449108
pulsa terima,-0.06756390535405225
orng sakit,-0.06755040531277055
antre buka,-0.0675461163686458
caphca,-0.06753825756658044
tombol tombol,-0.06752588854419889
si akun,-0.06751859824391239
kedap kedip,-0.06751796260103213
keluarga akun,-0.06747191125868329
ulang aplikasi,-0.06741057800983576
inimah,-0.06732431597732108
didownload,-0.06722167054544952
adaa,-0.06721136740981128
online biar,-0.06715121339886812
mash,-0.0671118426203375
out fitur,-0.06704377877115976
antre trus,-0.06702037819282966
ribet kaya,-0.06697583938010113
kuno,-0.06695988568745452
obat gimana,-0.06693311307988047
utama,-0.06691899169943849
parahhhh,-0.06689848280987673
nauzubillah,-0.06689139449465119
hedeh,-0.06689103856512739
aja baik,-0.06682951251906338
out melulu,-0.06682876455451896
serta bayi,-0.0668146477518575
klo eror,-0.06680984215026263
tgl juli,-0.06678322194096152
guna aja,-0.0667588825682687
suka sulit,-0.0667143480542445
tolong klo,-0.06669756580086333
status tangguh,-0.06666912779346147
urgen,-0.06665294874880835
nomor pake,-0.06661155120780503
perintah guna,-0.06659690279003065
konfirmasi nomor,-0.06650860532710474
egk,-0.06647719110820159
apa coba,-0.06647293257051644
hitung,-0.06646911231222061
parah daftar,-0.06642046357747834
kedap,-0.06641981103812218
wifi aman,-0.06640787281899793
aja buka,-0.06640694612929371
garis,-0.06638194014110602
aktual,-0.06635383153671662
notifikasi akun,-0.06635169526474304
alas nik,-0.06634577876673756
pasport,-0.0663433807281539
antre cepat,-0.06632248053073697
nomor bner,-0.06625589418168837
telek,-0.06622909156157603
nik ribet,-0.0662163722162887
sandi jd,-0.06621344555143628
ngeleg,-0.06619931935443264
muka aja,-0.06619032006006607
nik nomor,-0.06616930467428987
out trus,-0.06616197878500299
ponsel koneksi,-0.06612917299816046
pake data,-0.06608337650189441
pdhl ponsel,-0.06606257707172515
verifikasi terima,-0.06599711263420863
ponsel uda,-0.06599417336058824
otp gapernah,-0.06588881317350018
tua ngerti,-0.06588295132084543
komunikasi,-0.06584567738102132
perintah gin,-0.06574633414085582
ginian,-0.06572456014364961
umur hidup,-0.06570887565235707
jam siang,-0.0656999881515852
lansia tolong,-0.06563494048508176
eror trus,-0.06562148958296393
slh,-0.06560762505162154
parah perintah,-0.06559777797344417
genah,-0.06554512392459835
ponsel paham,-0.06552453131444083
data kartu,-0.06550907930512223
applikasi,-0.06541607366925367
eror trs,-0.06538999948130143
tempat,-0.06537582432509229
becus bikin,-0.06533409027222498
kirim sistem,-0.06531732103626217
susah user,-0.0653145870563418
rajin,-0.06528319153093433
kuat,-0.06524675363258794
teknologi mudah,-0.06521739173909044
restart,-0.06519549434700934
pas fasilitas,-0.06519453536367625
korupsi mulu,-0.06517152257489499
problem,-0.06513503369920359
pantesan,-0.06511829747602574
spesial karakter,-0.06511318641966674
bagus buka,-0.06508140719098983
off line,-0.06506888594494611
otp ny,-0.06503908834932097
verifikasi otp,-0.06496144431855792
ulang ulang,-0.06493948276538404
data pakai,-0.06493802252948105
mulut,-0.06491720676473184
gimana lupa,-0.06486685185822101
uang negara,-0.06482567972643562
terang daftar,-0.06481265624754204
gagal bener,-0.06480515935288125
urgent pakai,-0.06479943043027979
rujuk muncul,-0.06476388724172562
kesitu,-0.06468575145255163
pegang,-0.06467443897209761
aja payah,-0.06466073107901552
validasi,-0.06463180605650581
cegah,-0.06460633837648382
bln,-0.06457837285257888
gin aja,-0.06456962159784722
cipta,-0.06453339985373195
konsul,-0.06451634775391873
bngst,-0.06451206413496972
habis pulsa,-0.0644975560858888
lambat daftar,-0.06445928837581077
dunia,-0.0644586864975518
pakai wa,-0.06444674463508672
coba puluh,-0.0643720930820784
sesuai tolong,-0.06434286224725394
maaf tidak,-0.06433025459385805
device device,-0.06430780969125617
aman data,-0.06429363114421013
aja verifikasi,-0.06417031826315164
bantu layan,-0.06406808276651418
bayar bulan,-0.06402331994058212
it pinter,-0.06400472445897101
ngadu,-0.06399206592497714
cicil,-0.06397961075334316
trs nomor,-0.06395986965490474
waktu habis,-0.06395487518302628
status offline,-0.06395146865146603
pakai pulsa,-0.06391015939702868
pesan verifikasi,-0.06389494523260368
gampang mudah,-0.06386062115545613
msk,-0.06375472166482236
senyum kedip,-0.06372773570782055
verifikasi muka,-0.06371767119090462
ribet bener,-0.06370121284405228
muncul minta,-0.06368733692575201
alih,-0.06368184361924055
sistem baik,-0.06365997458315817
tolong yaa,-0.06362205323359692
periksa aja,-0.06359491165977312
buka terang,-0.06358534088025915
milik rujuk,-0.06356782629571679
mh,-0.06355807869371118
baru pasang,-0.06350719893721866
tulisanya,-0.06347799420595038
internet kuota,-0.06347465761056505
pakek wifi,-0.0634564047297221
online bikin,-0.06345059824937425
jk,-0.06344791174215278
ttp aj,-0.06344488794755841
aplikasi rusak,-0.06344412314122912
pakai baru,-0.06335317761423861
hubung call,-0.0633486669470104
anak sakit,-0.06331986164114906
klaim,-0.06327993848913052
aja susah,-0.06326528427038867
harga,-0.06322496497136136
guna ponsel,-0.06322085143568376
online suruh,-0.06321590652011823
lagiii,-0.06318130593834155
nomor akun,-0.06309963268133338
lgsg,-0.06308211157114733
standar,-0.06303045746068138
habis waktu,-0.06301993262427308
kk anak,-0.06300471837649824
hak,-0.06299522161838214
verif muka,-0.06297866195157613
kantor suruh,-0.06297458317986626
susah bolak,-0.06296654958114159
ganiat,-0.0629431719653917
verifikasi kode,-0.06291635100816415
pdhl pake,-0.0629119269848446
kode oto,-0.06288507711550602
mb,-0.06281773254381647
akun daftar,-0.06275817103236654
mn,-0.0625563356292721
stuck verifikasi,-0.06254618099515033
medsos,-0.06252039318209981
biaya,-0.062475862399443576
ganggu daftar,-0.062395577678483034
wajah ulang,-0.062304753852175654
kadang lupa,-0.06228756743481477
hack,-0.06226998692760676
bbjs,-0.06226232078076637
privasi,-0.06224790402111988
akses sulit,-0.0621676975910003
ofline,-0.06207560124170846
bikin stress,-0.062067389214587564
onlain,-0.062062537802876454
mudah jgn,-0.06205488551123817
sms verif,-0.06202444984274362
si tolong,-0.06200434276344317
guna tolong,-0.061977327898801726
dftar,-0.06195787990646613
trimakasih bantu,-0.061912946949679
tdi,-0.061909518856433435
ponsel baik,-0.061903085166441135
gedein,-0.06184840550942773
face id,-0.06184825671043895
lgsg aktif,-0.061839212974735075
aman aman,-0.06183664337334161
otpnya ganti,-0.06182978677104513
ko gagal,-0.061792142072042255
igd,-0.06176697581474534
sulit otp,-0.061754941116717595
kasi pasien,-0.06172816591235466
serba sulit,-0.06171928297403077
screenshot nomor,-0.06171459200042914
tolong baharu,-0.06164494512419835
oknum,-0.06164334271662823
kartu anak,-0.06163835313642438
upah,-0.06162626026077959
streaming,-0.061600505500045186
kadaluarsa,-0.06146761031992595
kendala ambil,-0.061438340091554314
hadeuh,-0.06141432299887684
bagus simpel,-0.061404582051441406
registrasi pas,-0.06133957065283756
baik baru,-0.061323001960541045
nyalahin,-0.061312679510706056
salah bener,-0.0612500002099151
ponsel kosong,-0.06124503549314027
jadwal jadwal,-0.06119309998379367
kasi tua,-0.06114485670100843
banget pas,-0.06110991883856924
sring,-0.06107608450872816
nggk buka,-0.06107323886928419
terang aja,-0.06104437683517989
format,-0.06099462933689838
ngerasain,-0.06099190593989017
jam buka,-0.06093120110923143
daftar make,-0.0609203127464439
kali ttp,-0.06088920776175891
guna kecewa,-0.060805537687474695
salah gimana,-0.060750481439649125
link,-0.06068957187360517
ulang tolong,-0.060673470485924676
sndri mulu,-0.06065990392113712
terap,-0.060623248291506796
iya klo,-0.060559562244514434
checkup,-0.06054453170534083
buka gilir,-0.060439691714171254
ngambil nomor,-0.06038230127707394
out mulu,-0.06037591219304261
manusia,-0.06037555559878711
ribet hidup,-0.06035333171942464
biometrik log,-0.060342771642227205
layar putih,-0.0603212049184219
aktif aneh,-0.060261176004298714
baca mudah,-0.0602486805869053
lihat,-0.060204692455703056
info serta,-0.06020051812571849
masuk eror,-0.06019008365323471
buka daftar,-0.060174268900418854
gagal ribet,-0.060114595716802735
hbs,-0.0600893702975455
nik masuk,-0.06007901650776306
jalan ponsel,-0.06004522655904848
aneh isi,-0.06000376535715621
kait verifikasi,-0.05996767905563627
internet aman,-0.05995786901345346
mkin,-0.05993602932835505
sesuai nik,-0.05993527001538404
antre jaring,-0.059922431696332594
skrang,-0.05990793201999484
perintah gaada,-0.05990202326637698
aktif daftar,-0.059896471354740737
kode verfikasi,-0.05987416900425757
dkt,-0.05986396595573955
daftar terang,-0.05983906886263467
relog,-0.05982781363750047
skrng susah,-0.05981033841967688
ulang daftar,-0.05980346491323914
aja parah,-0.05968446693028954
bla,-0.059653357209354815
sakit bikin,-0.05960211186611864
ngelek,-0.059597382295554654
koneksi gagal,-0.05959275405000006
daftar captcha,-0.059583524695254304
mao,-0.05954348401518742
iki,-0.05951121555453084
sandi catat,-0.059475358952715954
ponsel ponsel,-0.059428083597247244
pasien lansia,-0.059419824228603285
gua coba,-0.05941056113971087
tolong cek,-0.05938869539395432
kl,-0.05938398817892914
bikin apps,-0.059329044667541006
te,-0.059311808931758025
dikit eror,-0.059279862714005475
kritis,-0.05927847803968361
sistem bobrok,-0.059274095558305165
saran aja,-0.05925504006783484
sistem verifikasi,-0.05922971592744511
pulsa verifikasi,-0.059228223939794676
antre notifikasi,-0.05922138138294249
bangat,-0.05918242359088323
obat bayar,-0.05916489175255967
payah payah,-0.059150984252000785
sakit nunggu,-0.059134045099103534
jmo,-0.05912264133761993
geram,-0.05898596010533977
banyak eror,-0.058982978305497834
paswor,-0.05896610749824027
telpon call,-0.058891634485547906
cs cs,-0.058885642732297676
bikin ruwet,-0.058844331963751766
ulang pas,-0.05883283100950652
chapca,-0.05883013571518744
kasih bagus,-0.0588182844729106
ribet sandi,-0.05880005519181558
online muncul,-0.05874622714735035
data pake,-0.058721418839643796
baru gilir,-0.05871901482843045
panjang rujuk,-0.05870801459162472
aplikasi buruk,-0.05865905040375706
notifikasi nomor,-0.05862117267943444
agustus,-0.058583233707919485
sakit tolak,-0.05857761455028456
inap,-0.05852508030705503
nomor verifikasi,-0.05847071256995084
sono,-0.0584615477552542
aktifin,-0.05844598817764604
desil,-0.05837504013335586
mumpuni,-0.05836966723698212
tua gaptek,-0.05834555165018847
play store,-0.058320416785839546
kali kirim,-0.05827856906654318
lwt,-0.05821479254123248
parah sakit,-0.058207467279926164
perintah kualitas,-0.05818734914851626
susah baik,-0.05816649850158644
omong,-0.05816342290242985
vermuk aja,-0.05815887117854149
muncul tulis,-0.05812767330986992
logika,-0.058058840889612114
gaada ubah,-0.05804602023995306
ubah nomor,-0.05804147121369841
tunggu minggu,-0.05804112732566374
daftar ofline,-0.058040200591040446
daftar duluan,-0.057994653060073675
susah pasien,-0.05799341811379342
jaman modern,-0.05797687223147145
baik kualitas,-0.05797412033671885
kecewa berat,-0.05796794289439072
nik pakai,-0.057947781351077116
jd sulit,-0.05794556150890001
hancur,-0.05789937946238865
tipe,-0.057893198385732474
trs sulit,-0.05786004563973019
online pake,-0.05783259049022648
ditungguin,-0.05775637230297925
bela,-0.057734680036565275
pas susah,-0.057717259561444606
mnit,-0.0577107988828036
muncul sinyal,-0.0577001066625325
eror perintah,-0.05762183223502351
play,-0.057572957593788006
ktp sandi,-0.05745796804574266
denda,-0.05744745505274964
dikit kantor,-0.057439138791153053
aneh mudah,-0.05743696725598569
in coba,-0.05743089807427598
simpan otomatis,-0.05742263863159357
masuk nomor,-0.057413390111008114
verifikasi ribet,-0.05739139646544955
bagus versi,-0.05735413858981296
data suruh,-0.05733151225680401
muat banget,-0.057320615512860655
bener bener,-0.05732055747523583
verifikasi kunjung,-0.05731929768524519
sakit keburu,-0.057302733497243734
close buka,-0.057291676768778554
pakai email,-0.057231357281439466
gmail aja,-0.057196109958428935
milik akun,-0.057185635495063475
sampe hari,-0.05718331704196041
ksel,-0.05711822842391844
baca ulas,-0.05709711043488356
gimana ganti,-0.05701991441704892
karyawan,-0.05701752304616069
daftr,-0.056970948226301735
nunggu capcha,-0.0569568457473229
guna guna,-0.05695111426086325
share,-0.056929121084410936
pasien rumah,-0.05692143472711214
bilang nomor,-0.05682562219990819
merespon,-0.056784452080645385
perangkat root,-0.056758296077876254
daftar bayar,-0.05674116022367661
fasilitas bantu,-0.05673425453556444
bayar gratis,-0.056696909513756714
kode verifikas,-0.0566919170766428
otp suruh,-0.056690643656900706
amplikasi,-0.056656848505501414
baru captcha,-0.05663539609944127
mao obat,-0.056633879053626504
wajah jam,-0.056474867648622105
mulu tulis,-0.05643642246346594
kantor cabang,-0.05637431013228554
buang aja,-0.056354607246323477
lama,-0.056338477096568855
layan sehat,-0.05625508705115584
quota,-0.05624472894046181
suruh masukin,-0.05623126631522733
wajah bener,-0.05619173585536834
iya anak,-0.05617460593469836
gagal pdhl,-0.056139985853066836
adminnya,-0.05612808678847297
kasihan pasien,-0.056123362620826886
dinas sosial,-0.05609613258254671
offline gajelas,-0.05607923839002418
baik bikin,-0.0560395866995078
klo bikin,-0.05603022697962169
kedetect,-0.05598076681866307
periksa jaring,-0.05597345682360059
obat jd,-0.05596845432791846
terang nomor,-0.05596562989672308
kli,-0.05595081214884069
moga cepat,-0.05595058983821314
bilang sandi,-0.05594831924407336
ngg,-0.05594553126085586
gabisa ganti,-0.055903378562045164
dilogin,-0.05589623606817478
gin kode,-0.055868535480671534
kode tunggu,-0.05586403849331725
daftar tua,-0.055804197406681216
ribet jaring,-0.05579305367966552
larang,-0.05577061149198453
center buruk,-0.055764306851017624
serta nomor,-0.05575098897799151
layan layan,-0.05573241826744256
cerah,-0.05571510988981535
bener tulis,-0.05571286254369934
gin daftar,-0.05561388846046617
daftar tagih,-0.05561145852493056
pakai captcha,-0.0555973397831995
sms pilih,-0.055565037494861226
masyarakat mudah,-0.05555856839955847
ponsel pintar,-0.055552361582960175
katany,-0.055526571089033014
sia sia,-0.055496747962527807
otp jam,-0.05549058066199794
engk,-0.05545336495056297
updet,-0.055432585405959245
tolong revisi,-0.055391015915641474
tolong lahhh,-0.05538488714209253
ikut tunjuk,-0.055373842505080983
du,-0.055370927944145346
verivikasi aja,-0.05536043965756176
verifikasi masuk,-0.05535539140086935
gabisa dipake,-0.05534250967875207
nomor telp,-0.05533461417110247
milik nomor,-0.05523704901394232
antre akun,-0.055230791606954335
perintah nyusahin,-0.05520551097907132
tahun tahun,-0.05514453938315751
aneh banget,-0.0551282359492075
susah bayar,-0.05511670946237475
sandi verif,-0.05510071650910057
cobaa,-0.055100450063988254
data valid,-0.055093595965356325
klo pasien,-0.055076622402775374
padahl,-0.05506615972982453
gagal otp,-0.05506287583538826
ponsel coba,-0.05503875354571107
lancar lancar,-0.055019231640079366
nyoba tetep,-0.05499535719875613
ngrepotin,-0.05498531532109989
tetep daftar,-0.05487774700514803
sandi gabisa,-0.05480418470852505
tulis salah,-0.05474748814085545
cantum nomor,-0.05474491493488663
nyusahin daftar,-0.05468072036643018
kaya ponsel,-0.05462518887759103
tnya,-0.05459080434332242
batalin antre,-0.054577386227889366
daftar sinyal,-0.05457058618099567
knpa susah,-0.0545672210848706
gimana buka,-0.05455622274078085
sakit wajib,-0.05455433851167779
aplikasi gin,-0.05454549765940994
banking,-0.054535358692323004
gabisa pakai,-0.05452999579847362
awas,-0.054507904939028906
gabisa bikin,-0.054486563601931964
verifikas,-0.054366081392994245
buka akun,-0.054352597969429095
verifikasi waktu,-0.05434645179599498
verifikasi doang,-0.0543370719491426
status non,-0.05432438459999704
daftar loket,-0.05431425620273625
tuba,-0.05429428666233308
alas device,-0.054292608611819865
proses gimana,-0.05426409587914412
aja kaga,-0.054230644435152485
sandi gilir,-0.05410347529952924
tingkat aplikasi,-0.05407134537252105
internet guna,-0.05402089450303254
emergency,-0.0539931711135121
sandi tulis,-0.05395599090481764
tukar,-0.05394568242875274
iyuran,-0.053914907653519493
nyusahin masyarakat,-0.053892957695487305
banget akun,-0.05385247996794806
tau sakit,-0.05384436915250873
mati obat,-0.05383624584893712
tolong bikin,-0.053831484426150364
sampe gagal,-0.053792877218468996
ulang baru,-0.05376660728955841
suruh hubung,-0.05371096783876041
verifikasi verifikasi,-0.05366044280623299
aja suruh,-0.05362087623908765
alasanya,-0.053619535856892525
pagi malam,-0.053614176562146634
izin kamera,-0.05360662871942052
lansia ngerti,-0.05357818112789664
cari data,-0.053537718272812285
tim kembang,-0.053489282496739184
rekening,-0.05347154813504902
ain,-0.05345299320206415
proses ribet,-0.053452018196152674
nyesel baru,-0.053419924574953065
admin baik,-0.05341772449972842
anehhhh,-0.05337557544686692
bikin bijak,-0.05329736768114701
salah jaring,-0.05326951790554122
bener ni,-0.05323359667386224
baik kode,-0.05318468899206413
banyak guna,-0.053133257856102276
daftar pilih,-0.05312277002131152
cetak,-0.05312224723979747
iya tolong,-0.05310275116412619
nungu,-0.05307919006855806
data ilang,-0.05307835375454475
banget buka,-0.05306951972249447
perintah sulit,-0.0530558587002765
terang pakai,-0.053055788479151884
repot aja,-0.05303721104026446
sakit tau,-0.05301369739246074
ulang repot,-0.05299861438092397
nomor trus,-0.05297599630614498
ribet niat,-0.05290184394906686
kuota lancar,-0.05288017170222345
capta muncul,-0.05280903284077299
trnyata,-0.05279816975261481
butuh daftar,-0.05279721978652218
malh,-0.052724517260893035
trus susah,-0.052707514191059
ganti nomor,-0.052683828912756074
susah susah,-0.052659271702467016
email salah,-0.05261642393231759
publik buruk,-0.05260907596880133
foto gagal,-0.05257340067342012
pke nomor,-0.052564445544794815
registrasi susah,-0.052556666172795335
gabisa daftar,-0.05252413916480995
pasien tinggal,-0.0524583030159083
captcha gimana,-0.05242246619105847
sulit sakit,-0.05236447235916596
gantung,-0.05226138700037733
eror sinyal,-0.05225419439017641
gel,-0.05220439469776221
nelpon,-0.05220424246036838
kesah,-0.05219525309930192
keluh kesah,-0.05219525309930192
masalah susah,-0.05217705173494559
inti ribet,-0.0521528438550776
kelas nasional,-0.05212895023653689
klo antre,-0.05212258204260804
cuman muter,-0.052122322160360474
masuk sesuai,-0.0521168408852204
in ulang,-0.05209614954709535
tangkap,-0.052092226958948655
ss nomor,-0.052073149658829504
antre anak,-0.05205481102092604
benerin aplikasi,-0.05198911178548977
pas scan,-0.05196922449144967
muter muncul,-0.05196733892824233
rujuk aktif,-0.0519556522492839
ribet suruh,-0.051950603114476995
regulasi,-0.05192815795514854
akun nik,-0.051907678741624344
akses susah,-0.05190159259668795
korupsi aja,-0.05183536972670602
jelek ribet,-0.05183363292899205
maaf mulu,-0.05182190864176496
online aja,-0.05175606917628445
badan,-0.05174996941429602
asal,-0.051743648601651315
muter mulu,-0.05172585626342258
repot log,-0.0517187819083869
pesan otp,-0.05171820067531577
asik,-0.05165467126212889
ajah susah,-0.05165373703529062
jgn,-0.05165283896751987
soan,-0.05164085705464015
guna suruh,-0.05160394307302846
daftar layar,-0.05159270794106657
posisi urgent,-0.05157840462614716
susah eror,-0.051541623365468595
verif pake,-0.051519559051622324
sms kuota,-0.05150662992070812
skrining eror,-0.05150501731858523
perintah kode,-0.05146605729273802
come,-0.051459507778857404
come on,-0.051459507778857404
diblg,-0.05144569326796096
serta mandiri,-0.0514309780290204
debit gagal,-0.051404205109271364
gin buka,-0.051355353655709486
suruh chat,-0.051352551352258045
biar daftar,-0.051342983852498185
sdngkan,-0.051338260797519304
email ganti,-0.051326294021023726
file,-0.0512932261355364
parah obat,-0.05128122065548503
urgent suruh,-0.05126002999054411
out otomatis,-0.05124097483131591
captcha sulit,-0.051233646330656975
ubah serta,-0.051182799110467775
pake spasi,-0.051160998037003066
pilih metode,-0.05112344052273644
gabisa ambil,-0.05110594750253514
dri fasilitas,-0.05107490103592411
bayar daftar,-0.05104650699154906
out waktu,-0.0510448877560605
akun kali,-0.05103105162293832
bahan,-0.05101036362003725
gmn coba,-0.05099402302031908
bal,-0.05094584331143556
kenapah,-0.05085589128626241
wktu,-0.05085009236097527
sumpah ribet,-0.05084172441268604
daftar pasien,-0.050833929774309033
suruh pakai,-0.05082780773385394
pakai gimana,-0.050822978198449276
sulit akses,-0.050812365489190395
judul,-0.0508057948616083
dokter libur,-0.05079765682741277
email pakai,-0.05075436098972985
eror melulu,-0.05066358712449143
sendiri,-0.050662131644372846
paksa auto,-0.05066165341804083
alesan,-0.050660700561333774
verifikasi wa,-0.050660644901755404
kasih daftar,-0.05065936479485531
aplikasi kek,-0.05065128733727975
otp pas,-0.050615470045834055
trus ambil,-0.050613121958415656
veripikasi,-0.05060130792181118
pake lansia,-0.05059140573624994
bae,-0.050581692812142115
verifikasi gmail,-0.05050993573368822
pola,-0.05049460034399139
ttep,-0.05049233003887279
ak,-0.050426674890633474
akun akun,-0.050409394860468575
lamaaaaa,-0.050401337691466125
bener nik,-0.0503804458806295
ulang registrasi,-0.05036482794864803
ktp nomor,-0.05033450712100385
benernya,-0.05031228094942665
notifikasi offline,-0.050292289729532855
pegang ponsel,-0.050187654370390196
niat biar,-0.05018399145852076
pol umum,-0.05018222822517147
nomor kartu,-0.05017770646124884
root aneh,-0.05014894412955731
ponsel rusak,-0.050143096188935504
banget daftar,-0.050140088120150195
coba layan,-0.050134332279410214
payah buka,-0.05012708084421302
gimana pas,-0.050121446743318546
pas dipake,-0.05010915949923198
parah buka,-0.050108660500860935
bener aja,-0.050098064538126826
gilir bayar,-0.050089589297664605
kk nik,-0.050053063292072084
lagu,-0.05000877425371809
kontrol kontrol,-0.04996876480786813
otp kartu,-0.049938667835242624
tangkap layar,-0.04993117619967435
jarang pakai,-0.0498846686543066
email verifikasi,-0.04986010748583147
daptarnya,-0.04984049528893608
dr daftar,-0.04980794095235791
center bilang,-0.04978365946508185
nyawa,-0.04977943070495949
habis daftar,-0.04977192638476088
miror,-0.049763536523344774
out pakai,-0.0497327666330277
dapat,-0.04969891681487387
sungguh sulit,-0.049662759561902595
pagi jam,-0.04965596650395971
aja kirim,-0.049654287740221244
amatir,-0.049645606010593056
pdhal nomor,-0.04964371138054466
susah gagal,-0.04963925134026806
klo sakit,-0.049624016275903744
dlu aplikasi,-0.0496237957324272
krim,-0.049619082023798625
ketenagakerjaan,-0.04960067196624918
ttp aja,-0.04959315503623498
pindai,-0.049558333286348184
buka apl,-0.04954089078681975
pasi,-0.04951619555880363
kudu pake,-0.049499471954060445
potong bank,-0.04948518931196563
registrasi akun,-0.049466036264987016
ponsel data,-0.0494244674509923
data verifikasi,-0.04942347597629904
klw daftar,-0.04938904022405701
si bikin,-0.04935435103847877
memper mudah,-0.04933330335092857
butuh ambil,-0.049330476375035626
sampah daftar,-0.049293676262689295
kntor,-0.04925612925768157
ponsel akun,-0.04922458446029001
cari nomor,-0.049162387019498315
kenal wajah,-0.04915009674785897
serta kerja,-0.04914938936841977
layar ponsel,-0.049143160094508136
ulang kode,-0.04913548954423752
daftar screenshot,-0.04912238261744676
gin tolong,-0.04909132853364535
cuti,-0.04906065136391326
kode muncul,-0.04903636691053473
transaksi,-0.04902993012919727
bantu guna,-0.04899051298116151
gagal trs,-0.048959505856770676
deket,-0.048950343181867195
ko muncul,-0.04892856452083218
pilih dokter,-0.048895101961360515
kesana kemari,-0.04885385125422774
daftar wajib,-0.048832538759366
tahun muncul,-0.048795374717897674
booking,-0.04879010758446325
paswordnya,-0.04875665861312492
gabisa kirim,-0.04874973400962198
aja playstore,-0.04871683655598452
pulsa ribu,-0.04871631226423008
cek susah,-0.04867281886707095
golong,-0.048660644097842515
